,set,artist,artist,track,track,track,track,track,track
48931,training,2325,0,2011-06-14 03:27:41,Experimental,[125],1,1308,826
48990,test,6107,1,2011-06-14 11:15:16,Rock,"[12, 25]",0,3508,2477
48999,test,11153,4,2011-06-14 11:39:43,Rock,[359],10,6725,4070
49029,training,1331,11,2011-06-15 15:35:44,Folk,"[17, 103]",12,6188,3811
49030,training,1331,11,2011-06-15 15:35:45,Folk,"[17, 103]",5,1199,931
49039,training,1032,12,2011-06-15 18:27:53,Pop,[76],1,687,552
49061,training,2240,26,2011-06-16 06:01:08,Experimental,"[1, 32, 38]",0,2843,1516
49062,training,2240,26,2011-06-16 06:01:09,Experimental,"[1, 32, 38]",0,1911,1424
49064,training,2240,26,2011-06-16 06:01:11,Experimental,"[1, 32, 38]",0,5804,5329
49066,training,2240,26,2011-06-16 06:38:34,Experimental,"[1, 32, 38]",1,3887,3516
49067,training,2240,26,2011-06-16 06:38:35,Experimental,"[1, 32, 38]",0,5786,5280
49068,training,2240,26,2011-06-16 06:38:36,Experimental,"[1, 32, 38]",1,3988,3489
49070,training,2240,26,2011-06-16 06:51:01,Experimental,"[1, 32, 38]",1,9189,8750
49071,training,2240,26,2011-06-16 06:51:01,Experimental,"[1, 32, 38]",0,4158,3151
49072,training,2240,26,2011-06-16 06:51:03,Experimental,"[1, 32, 38]",0,3404,2735
49073,training,2240,26,2011-06-16 06:51:03,Experimental,"[1, 32, 38]",1,7255,6024
49394,training,2268,9,2011-06-22 05:41:16,Experimental,"[38, 125]",0,5269,2621
49401,training,2268,9,2011-06-22 05:59:17,Experimental,"[38, 125]",0,4385,2275
49407,training,2240,26,2011-06-22 06:40:03,Experimental,"[1, 32, 38]",0,9068,8218
49408,training,2240,26,2011-06-22 07:10:36,Experimental,"[1, 32, 38]",1,12675,11409
49441,validation,11209,16,2011-06-22 16:48:31,Rock,[89],4,4293,3138
49473,training,9529,6,2011-06-23 05:57:22,Pop,[10],3,1361,1069
49476,training,11216,4,2011-06-23 09:57:26,Hip-Hop,[21],4,3341,2328
49477,test,3222,15,2011-06-23 09:57:26,Pop,[10],2,776,549
49478,training,11217,0,2011-06-23 10:15:14,Hip-Hop,[21],1,2384,1142
49479,validation,3168,18,2011-06-23 10:15:14,Hip-Hop,[21],4,1599,1233
49812,training,11298,0,2011-06-29 15:38:47,Rock,"[25, 109]",2,12164,9699
49817,training,11298,0,2011-06-29 15:38:51,Rock,"[25, 109]",2,3941,2673
49842,training,11299,89,2011-06-29 16:33:42,Folk,[17],13,3879,2235
49843,training,11299,89,2011-06-29 16:33:42,Folk,[17],13,6252,4316
49844,training,11299,89,2011-06-29 16:33:44,Folk,[17],9,5234,3458
49845,training,11299,89,2011-06-29 16:33:44,Folk,[17],13,5080,3361
49846,training,11299,89,2011-06-29 16:33:44,Folk,[17],7,4226,2811
49847,training,11299,89,2011-06-29 16:33:46,Folk,[17],15,4645,2701
49848,training,11299,89,2011-06-29 16:33:46,Folk,[17],10,4886,2726
49849,training,11299,89,2011-06-29 16:33:47,Folk,[17],7,4514,2365
49856,training,11299,89,2011-06-29 16:38:47,Folk,[17],10,4713,2878
49857,training,11299,89,2011-06-29 16:38:47,Folk,[17],11,4840,3104
50264,training,11336,0,2011-07-05 00:21:06,Hip-Hop,[811],4,2738,2141
50272,training,7295,14,2011-07-05 04:21:11,Pop,[362],5,1297,885
50276,training,11346,4,2011-07-05 05:50:24,Folk,"[17, 103]",5,2403,2000
50283,training,11353,0,2011-07-05 05:50:28,International,[79],2,1916,1534
50323,training,11364,4,2011-07-05 12:39:58,Folk,[94],0,2208,507
50444,validation,11374,8,2011-07-06 14:07:20,Rock,"[12, 25]",6,13632,11890
50445,validation,11374,8,2011-07-06 14:07:21,Rock,"[12, 25]",3,8479,7259
50446,validation,11374,8,2011-07-06 14:07:22,Rock,"[12, 25]",1,5447,4560
50447,validation,11374,8,2011-07-06 14:07:23,Rock,"[12, 25]",1,5433,4260
50448,validation,11374,8,2011-07-06 14:07:24,Rock,"[12, 25]",2,3917,3124
50449,validation,11374,8,2011-07-06 14:07:26,Rock,"[12, 25]",1,3179,2661
50539,training,11384,28,2011-07-08 11:05:48,Rock,"[53, 89]",7,5110,3808
50543,training,11384,28,2011-07-08 11:05:51,Rock,"[53, 89]",5,8009,1398
50752,test,11418,2,2011-07-12 13:03:43,Rock,[31],5,6368,2847
50753,test,11418,2,2011-07-12 13:03:43,Rock,[31],3,5833,2146
50754,test,11418,2,2011-07-12 13:03:43,Rock,[31],4,5568,2496
50836,training,11171,3,2011-07-13 17:22:10,Experimental,[32],0,1905,968
50952,training,11431,431,2011-07-15 08:30:29,Folk,[17],47,52936,38116
50955,training,11431,431,2011-07-15 04:20:34,Instrumental,[107],17,33732,23838
50956,training,11431,431,2011-07-15 08:20:34,Instrumental,[18],39,64179,39003
51004,training,11431,431,2011-07-15 14:47:26,International,[2],65,58709,39402
51005,training,11431,431,2011-07-15 14:47:27,International,[2],55,56783,42180
51006,training,11431,431,2011-07-15 10:50:08,International,"[2, 504]",121,77415,45856
51111,training,1977,26,2011-07-18 10:45:13,Experimental,"[1, 38]",1,3748,1125
51112,training,1977,26,2011-07-18 10:45:13,Experimental,"[1, 38]",1,4458,1973
51113,training,1977,26,2011-07-18 10:45:15,Experimental,"[1, 38]",2,4937,2669
51114,training,1977,26,2011-07-18 10:45:15,Experimental,"[1, 38]",0,4434,2236
51115,training,1977,26,2011-07-18 10:45:49,Experimental,"[1, 38]",1,2644,736
51117,training,1977,26,2011-07-18 10:47:09,Experimental,"[1, 38]",0,4016,938
51118,training,1977,26,2011-07-18 10:47:11,Experimental,"[1, 38]",3,3062,1158
51120,training,11447,0,2011-07-18 11:14:35,Pop,[10],0,1923,1706
51157,validation,11461,0,2011-07-18 13:18:02,Experimental,[224],0,11244,363
51158,validation,11461,0,2011-07-18 13:18:13,Experimental,[224],0,10216,398
51203,training,11463,0,2011-07-19 04:53:19,Experimental,[224],0,2262,1177
51260,test,11471,0,2011-07-22 12:10:54,Pop,[10],2,1116,815
51261,validation,11472,0,2011-07-22 12:10:56,Pop,[10],1,848,606
51262,training,11473,0,2011-07-22 12:10:56,Pop,[10],0,1250,942
51263,training,11474,0,2011-07-22 12:10:56,Pop,[10],0,1082,836
51265,training,11476,0,2011-07-22 12:10:58,Pop,[10],2,1290,892
51267,training,11478,0,2011-07-22 12:10:59,Pop,[10],2,828,601
51268,training,11479,0,2011-07-22 12:11:00,Pop,[10],1,967,753
51269,training,11480,0,2011-07-22 12:11:01,Pop,[10],2,824,598
51271,training,11482,0,2011-07-22 12:11:02,Pop,[10],1,1114,841
51272,test,11483,0,2011-07-22 12:11:02,Pop,[10],2,1718,1402
51273,training,11484,0,2011-07-22 12:11:03,Pop,[10],2,1492,1037
51274,training,11485,0,2011-07-22 12:11:04,Pop,[10],1,1470,1163
51275,training,11486,0,2011-07-22 08:11:05,Pop,[10],0,1863,1457
51276,training,11487,0,2011-07-22 08:11:05,Pop,[10],1,1548,1250
51278,validation,9454,30,2011-07-22 22:52:36,Pop,"[76, 362]",0,1306,596
51291,validation,9454,30,2011-07-22 23:04:04,Pop,"[76, 362]",1,1180,475
51292,validation,9454,30,2011-07-22 23:04:34,Pop,"[76, 362]",0,1141,445
51301,test,9336,16,2011-07-24 11:09:20,Experimental,"[38, 47, 125]",1,2321,996
51305,test,9336,16,2011-07-24 11:18:19,Experimental,"[38, 47, 125]",1,2057,850
51333,training,11499,2,2011-07-25 16:18:37,Folk,[17],2,1015,790
51479,training,10457,7,2011-07-26 08:27:45,Experimental,"[32, 38, 250]",2,1900,1364
51655,validation,458,6,2011-07-27 14:45:07,Folk,"[17, 103]",2,948,725
51659,validation,458,6,2011-07-27 14:45:13,Folk,"[17, 103]",0,926,748
51661,validation,458,6,2011-07-27 14:45:14,Folk,"[17, 103]",1,1090,881
51776,training,11572,7,2011-07-30 03:34:32,Instrumental,"[18, 107]",22,13199,7111
51784,training,11580,0,2011-07-30 03:36:54,Electronic,[182],9,7774,3770
51785,training,10397,165,2011-07-30 03:37:11,Electronic,"[240, 297]",10,6617,4265
51918,validation,11595,0,2011-08-02 07:12:41,Folk,[17],5,1189,828
51919,validation,11595,0,2011-08-02 07:13:14,Folk,[17],3,993,720
51923,training,11597,2,2011-08-02 04:33:39,Electronic,[15],16,23838,19582
51954,training,9944,8,2011-08-02 16:13:02,Electronic,[468],16,28204,21611
51991,training,11607,2,2011-08-03 09:58:28,International,[79],0,752,453
51992,training,11607,2,2011-08-03 09:58:30,International,[79],2,710,412
51998,training,11607,2,2011-08-03 09:58:35,International,[79],4,884,475
51999,training,11607,2,2011-08-03 09:58:35,International,[79],1,896,566
52000,training,11607,2,2011-08-03 09:58:37,International,[79],1,758,405
52001,training,11607,2,2011-08-03 09:58:37,International,[79],1,998,623
52034,training,11615,14,2011-08-04 13:58:07,Pop,[76],0,2370,1820
52035,training,11615,14,2011-08-04 13:58:07,Pop,[76],1,1175,866
52036,training,11615,14,2011-08-04 13:58:08,Pop,[76],0,926,577
52037,training,11615,14,2011-08-04 13:58:08,Pop,[76],1,791,562
52039,training,11615,14,2011-08-04 13:58:10,Pop,[76],1,835,603
52040,training,11615,14,2011-08-04 13:58:11,Pop,[76],1,1778,840
52041,training,11615,14,2011-08-04 13:58:11,Pop,[76],3,1443,1166
52042,training,11615,14,2011-08-04 13:58:12,Pop,[76],1,901,658
52044,training,11615,14,2011-08-04 13:58:13,Pop,[76],3,4260,3413
52045,training,11615,14,2011-08-04 13:58:14,Pop,[76],5,2083,1660
52118,training,11630,3,2011-08-05 16:59:59,International,[46],0,2097,1817
52119,training,11630,3,2011-08-05 17:00:00,International,[46],1,1399,1150
52120,training,11630,3,2011-08-05 17:00:01,International,[46],2,1294,1081
52121,training,11630,3,2011-08-05 17:00:04,International,[46],0,610,459
52122,training,11630,3,2011-08-05 17:00:04,International,[46],0,1525,1275
52123,training,11630,3,2011-08-05 17:00:06,International,[46],0,1994,1751
52124,training,11630,3,2011-08-05 17:00:06,International,[46],0,937,792
52125,training,11630,3,2011-08-05 17:00:06,International,[46],1,2415,2098
52126,training,11630,3,2011-08-05 17:00:07,International,[46],0,1087,942
52127,training,11630,3,2011-08-05 17:00:08,International,[46],0,3730,3391
52128,training,11630,3,2011-08-05 17:00:09,International,[46],1,4708,4401
52129,training,11630,3,2011-08-05 17:00:10,International,[46],0,3275,3044
52141,training,11632,1,2011-08-06 13:05:59,Experimental,[38],1,5570,5199
52375,validation,9454,30,2011-08-10 03:59:26,Pop,"[76, 362]",0,3348,831
52380,validation,9454,30,2011-08-10 04:01:15,Pop,"[76, 362]",0,1577,373
52389,validation,9454,30,2011-08-10 04:18:24,Pop,"[76, 362]",0,2280,1127
52393,validation,9454,30,2011-08-10 11:16:18,Pop,"[76, 362]",0,2498,1722
52409,training,7778,9,2011-08-11 11:56:35,Electronic,[240],11,5406,4174
52446,training,11662,36,2011-08-12 16:54:18,Instrumental,[18],8,7746,6624
52447,training,11662,36,2011-08-12 16:54:20,Instrumental,[18],6,5152,4317
52448,training,11662,36,2011-08-12 16:54:21,Instrumental,[18],12,5968,4673
52449,training,11662,36,2011-08-12 16:54:21,Instrumental,[18],14,7785,6040
52451,training,11662,36,2011-08-12 16:54:23,Instrumental,[18],11,6439,5239
52452,validation,11663,0,2011-08-12 16:54:24,Instrumental,[18],13,8723,6324
52500,training,11668,3,2011-08-15 16:38:29,Folk,"[17, 103]",1,1383,840
52501,training,11668,3,2011-08-15 16:38:31,Folk,"[17, 103]",3,1100,797
52502,training,11668,3,2011-08-15 16:38:31,Folk,"[17, 103]",3,938,688
52508,training,11668,3,2011-08-15 16:38:35,Folk,"[17, 103]",4,1334,1011
52522,training,11672,6,2011-08-16 11:35:32,Rock,"[66, 111]",43,14148,8523
52579,training,11677,5,2011-08-17 08:24:12,Hip-Hop,[21],1,7808,4741
52628,training,11679,215,2011-08-17 14:49:32,Electronic,"[15, 181]",17,30822,11571
52629,training,11679,215,2011-08-17 14:49:36,Electronic,"[15, 181]",32,31835,11605
52630,training,11679,215,2011-08-17 14:49:37,Electronic,"[15, 181]",7,25305,9970
52631,training,11679,215,2011-08-17 14:49:38,Electronic,"[15, 181]",27,38475,16129
52632,training,11679,215,2011-08-17 14:49:39,Electronic,"[15, 181]",14,25405,8698
52633,training,11679,215,2011-08-17 14:49:40,Electronic,"[15, 181]",7,24587,7731
52634,training,11679,215,2011-08-17 14:49:40,Electronic,"[15, 181]",33,33826,10127
52635,training,11679,215,2011-08-17 14:49:41,Electronic,"[15, 181]",35,91213,22595
52636,training,11679,215,2011-08-17 14:49:43,Electronic,"[15, 181]",11,24024,6557
52637,training,11679,215,2011-08-17 14:49:43,Electronic,"[15, 181]",22,30908,8696
52638,training,11679,215,2011-08-17 14:49:44,Electronic,"[15, 181]",32,39869,11487
52639,training,11679,215,2011-08-17 14:49:45,Electronic,"[15, 181]",15,29278,9302
52641,training,11679,215,2011-08-17 14:49:46,Electronic,"[15, 181]",16,27328,8160
52642,training,11679,215,2011-08-17 14:49:46,Electronic,"[15, 181]",44,35392,12034
52644,training,11679,215,2011-08-17 14:49:51,Electronic,"[15, 181]",17,28908,10579
52645,training,11679,215,2011-08-17 14:49:52,Electronic,"[15, 181]",6,23103,7388
52646,training,11679,215,2011-08-17 14:49:52,Electronic,"[15, 181]",15,27155,9349
52647,training,11679,215,2011-08-17 14:49:53,Electronic,"[15, 181]",11,26182,9267
52648,training,11679,215,2011-08-17 14:49:54,Electronic,"[15, 181]",21,28192,11215
52649,training,11679,215,2011-08-17 14:49:54,Electronic,"[15, 181]",24,32444,12788
52650,training,11679,215,2011-08-17 14:49:56,Electronic,"[15, 181]",32,37229,14309
52859,training,4794,2,2011-08-22 11:09:39,Experimental,"[38, 47, 456]",0,1817,935
52860,training,4779,7,2011-08-22 11:09:40,Experimental,"[38, 47, 456]",3,2340,1464
52861,training,4779,7,2011-08-22 11:09:41,Experimental,"[38, 47, 456]",0,1942,1336
52862,training,4794,2,2011-08-22 11:09:41,Experimental,"[38, 47, 456]",3,1448,838
52945,validation,1065,17,2011-08-25 13:25:27,Folk,"[17, 103]",3,1337,868
52946,validation,1065,17,2011-08-25 13:27:26,Folk,"[17, 103]",8,6211,4562
52947,validation,1065,17,2011-08-25 13:27:53,Folk,"[17, 103]",4,1218,840
52948,validation,1065,17,2011-08-25 13:27:55,Folk,"[17, 103]",4,1030,649
52950,validation,1065,17,2011-08-25 13:27:59,Folk,"[17, 103]",1,1765,1223
52951,validation,1065,17,2011-08-25 13:28:02,Folk,"[17, 103]",6,1382,893
52953,validation,1065,17,2011-08-25 13:28:08,Folk,"[17, 103]",2,1236,810
52954,validation,1065,17,2011-08-25 13:28:08,Folk,"[17, 103]",6,1213,825
52955,validation,1065,17,2011-08-25 13:28:10,Folk,"[17, 103]",0,1020,671
53152,training,6543,7,2011-08-28 19:44:59,International,[79],0,807,520
53154,training,6543,7,2011-08-28 19:45:14,International,[79],1,1309,372
53156,training,6543,7,2011-08-28 19:45:16,International,[79],3,982,576
53157,training,6543,7,2011-08-28 19:45:32,International,[79],1,2538,1832
53158,training,6543,7,2011-08-28 19:45:35,International,[79],2,692,424
53159,training,6543,7,2011-08-28 19:45:42,International,[79],1,2172,1782
53160,training,6543,7,2011-08-28 19:45:44,International,[79],1,774,465
53228,test,11811,1,2011-08-31 13:44:42,Pop,[76],0,1419,821
53229,test,11811,1,2011-08-31 13:47:59,Pop,[76],1,1753,808
53299,training,5798,5,2011-09-01 19:25:36,International,[79],2,2729,615
53300,training,5798,5,2011-09-01 19:25:37,International,[79],1,2209,378
53301,training,5798,5,2011-09-01 19:25:38,International,[79],2,2787,485
53302,training,5798,5,2011-09-01 19:25:38,International,[79],0,2341,626
53379,training,8732,16,2011-09-02 20:47:35,Hip-Hop,[100],2,2193,1248
53381,training,8732,16,2011-09-02 20:49:19,Hip-Hop,[100],2,2665,1782
53457,training,11840,1,2011-09-06 02:06:15,Electronic,[15],20,64185,53183
53496,training,9564,17,2011-09-07 16:53:55,Electronic,[468],1,8468,6505
53576,training,11874,2,2011-09-07 16:34:43,Folk,[103],0,892,671
53578,training,11874,2,2011-09-07 12:34:44,Folk,[103],3,1021,773
53586,test,77,219,2011-09-07 20:16:29,Folk,[17],15,7652,3492
53587,test,77,219,2011-09-07 20:16:39,Folk,[17],4,5069,2407
53588,test,77,219,2011-09-07 20:16:45,Folk,[17],6,4796,1703
53589,test,77,219,2011-09-07 20:16:51,Folk,[17],6,4091,1335
53591,training,11875,3,2011-09-08 06:29:24,Pop,[76],6,2308,1346
53592,training,11875,3,2011-09-08 06:30:05,Pop,[76],6,2768,1480
53675,training,11883,2,2011-09-12 12:45:01,Experimental,[38],2,2188,980
53723,training,9162,2,2011-09-14 05:10:40,International,"[117, 524]",0,5129,2621
53724,training,9162,2,2011-09-14 05:13:51,International,"[117, 524]",0,4267,1915
53725,training,9162,2,2011-09-14 05:16:39,International,"[117, 524]",0,4558,1991
53726,training,9162,2,2011-09-14 05:21:57,International,"[117, 524]",2,5115,2424
53727,training,9162,2,2011-09-14 05:22:57,International,"[117, 524]",0,6982,4038
53728,training,9162,2,2011-09-14 05:25:26,International,"[117, 524]",2,16970,13355
53729,training,11887,2,2011-09-14 10:43:36,Experimental,"[1, 250]",3,1868,1531
53807,training,11893,8,2011-09-14 19:30:06,Rock,"[25, 89, 359]",18,4179,3046
53862,training,11579,30,2011-09-15 12:34:55,Electronic,"[15, 296]",9,7085,3767
53863,training,11579,30,2011-09-15 12:34:56,Electronic,"[15, 296]",17,11781,6744
53937,training,11914,0,2011-09-19 07:53:58,Pop,[10],9,2105,1543
54019,training,11930,5,2011-09-20 15:29:48,Experimental,[38],3,4940,2049
54031,training,8376,12,2011-09-21 10:19:53,Pop,[76],1,1346,744
54032,training,8376,12,2011-09-21 10:19:54,Pop,[76],2,1311,724
54033,training,8376,12,2011-09-21 10:19:55,Pop,[76],30,96707,79940
54034,training,8376,12,2011-09-21 10:19:55,Pop,[76],4,1286,930
54037,training,8376,12,2011-09-21 10:20:15,Pop,[76],3,1163,476
54039,training,8376,12,2011-09-21 10:20:17,Pop,[76],1,1879,571
54061,training,5300,33,2011-09-21 12:48:23,Folk,[17],7,1773,1056
54062,training,5300,33,2011-09-21 12:48:23,Folk,[17],4,1799,1530
54063,training,5300,33,2011-09-21 12:48:24,Folk,[17],2,2269,2021
54064,training,5300,33,2011-09-21 12:48:25,Folk,[17],9,3212,2595
54149,training,11944,41,2011-09-24 12:13:27,Instrumental,[18],6,12492,8016
54150,training,11944,41,2011-09-24 12:13:44,Instrumental,[18],5,13653,8603
54151,training,11944,41,2011-09-24 12:13:44,Instrumental,[18],1,8840,5482
54152,training,11944,41,2011-09-24 12:13:46,Instrumental,[18],11,8945,4053
54153,training,11944,41,2011-09-24 12:13:47,Instrumental,[18],2,9458,3588
54154,training,11944,41,2011-09-24 12:13:52,Instrumental,[18],11,8712,3695
54155,training,11944,41,2011-09-24 12:13:52,Instrumental,[18],6,7202,3538
54156,training,11944,41,2011-09-24 12:13:54,Instrumental,[18],1,6840,3622
54158,training,11944,41,2011-09-24 12:13:57,Instrumental,[18],5,7328,3375
54159,training,11944,41,2011-09-24 08:13:58,Instrumental,[18],297,448542,294602
54160,training,11944,41,2011-09-24 12:13:59,Instrumental,[18],4,7719,4148
54163,training,11945,7,2011-09-25 13:28:10,Rock,"[25, 58, 85]",9,3094,2389
54234,training,6877,2,2011-09-27 17:15:38,Pop,[10],1,1795,1354
54235,training,6877,2,2011-09-27 17:15:39,Pop,[10],1,1648,1239
54236,training,6877,2,2011-09-27 17:15:39,Pop,[10],2,2464,1883
54237,training,6877,2,2011-09-27 17:15:41,Pop,[10],1,1291,710
54297,training,5152,0,2011-09-28 15:42:58,Folk,"[17, 103]",0,948,760
54335,training,11976,0,2011-09-29 10:18:22,Electronic,[15],4,20362,2457
54365,training,11979,32,2011-09-30 12:32:47,Hip-Hop,[21],2,2833,1882
54376,training,11979,32,2011-09-30 12:33:05,Hip-Hop,[21],9,5790,4372
54433,training,11988,3,2011-10-03 05:09:26,International,[79],0,1117,652
54436,training,11985,5,2011-10-03 05:09:28,International,[79],1,1377,970
54437,training,11986,0,2011-10-03 05:09:29,International,[79],2,1118,767
54438,training,11987,0,2011-10-03 05:09:29,International,[79],0,1135,739
54442,training,11984,0,2011-10-03 06:02:26,International,[79],3,1250,831
54443,training,9169,23,2011-10-03 06:02:28,International,[79],2,1383,960
54463,validation,11989,6,2011-10-04 04:59:16,International,[79],8,6728,1850
54464,validation,11989,6,2011-10-04 04:59:16,International,[79],4,5068,908
54465,validation,11989,6,2011-10-04 04:59:18,International,[79],2,4233,888
54466,validation,11989,6,2011-10-04 04:59:18,International,[79],0,6194,1404
54467,validation,11989,6,2011-10-04 04:59:19,International,[79],0,4553,988
54468,validation,11989,6,2011-10-04 04:59:20,International,[79],4,7379,2084
54469,validation,11989,6,2011-10-04 04:59:20,International,[79],8,7708,2072
54470,validation,11989,6,2011-10-04 04:59:21,International,[79],4,16851,8071
54475,training,11992,1,2011-10-04 05:59:08,International,[79],2,776,412
54476,training,11992,1,2011-10-04 05:59:08,International,[79],2,844,480
54479,training,11992,1,2011-10-04 05:59:10,International,[79],1,1057,709
54480,training,11992,1,2011-10-04 05:59:11,International,[79],2,880,498
54481,training,11992,1,2011-10-04 05:59:12,International,[79],2,1981,1506
54482,training,11992,1,2011-10-04 05:59:23,International,[79],3,3589,2004
54496,training,11995,6,2011-10-04 13:40:41,Experimental,[38],9,3567,2617
54554,validation,12003,3,2011-10-05 07:28:22,Experimental,"[30, 47]",1,1902,741
54568,training,12004,0,2011-10-05 17:07:34,International,[46],1,1596,1248
54570,training,12005,0,2011-10-05 17:07:43,International,[46],1,2146,1326
54576,training,7300,15,2011-10-05 17:09:00,International,[46],0,2157,1887
54578,training,12014,0,2011-10-05 17:09:08,International,[46],0,2720,2349
54580,training,12012,0,2011-10-05 17:09:12,International,[46],4,3132,2697
54621,training,12023,8,2011-10-07 22:36:27,Rock,"[31, 101, 113]",6,6074,3273
54623,training,12023,8,2011-10-07 22:36:29,Rock,"[31, 101, 113]",4,5129,2316
54624,training,12023,8,2011-10-07 22:36:29,Rock,"[31, 101, 113]",9,6301,3341
54625,training,12023,8,2011-10-07 22:36:30,Rock,"[31, 101, 113]",9,8592,4809
54626,training,12023,8,2011-10-07 22:36:44,Rock,"[31, 101, 113]",15,13665,8843
54662,training,12027,8,2011-10-11 07:38:26,Electronic,[297],23,91355,82492
54664,training,12028,4,2011-10-11 11:39:23,Pop,[76],8,2796,1377
54665,training,12028,4,2011-10-11 11:39:23,Pop,[76],1,1973,1224
54666,training,12028,4,2011-10-11 11:39:24,Pop,[76],9,2867,1840
54667,training,12028,4,2011-10-11 11:42:12,Pop,[76],32,20034,16752
54703,test,12030,1,2011-10-12 12:35:24,Folk,"[17, 103]",1,1509,1145
54719,training,3217,47,2011-10-12 11:13:27,Electronic,[15],32,17554,12374
54735,training,12039,5,2011-10-12 23:59:39,Rock,"[25, 89]",19,4801,3600
54753,training,11216,4,2011-10-13 08:58:13,Hip-Hop,[21],2,2172,1684
54874,training,12053,11,2011-10-18 12:02:14,Electronic,"[181, 236]",19,17020,8428
54942,training,12077,0,2011-10-19 13:47:31,Rock,[167],0,3680,2190
55076,training,243,10,2011-10-23 13:33:22,Pop,[76],7,4678,3614
55097,training,12085,38,2011-10-24 12:11:42,Hip-Hop,[811],2,2780,1192
55100,training,12085,38,2011-10-24 07:11:45,Hip-Hop,[811],3,3213,1137
55101,training,12085,38,2011-10-24 12:11:45,Hip-Hop,[811],1,3063,1134
55102,training,12085,38,2011-10-24 12:11:46,Hip-Hop,[811],3,3529,1452
55113,training,12085,38,2011-10-24 08:20:37,Hip-Hop,"[21, 539]",0,3244,1623
55119,training,12085,38,2011-10-24 13:20:43,Hip-Hop,[811],0,2609,1024
55120,training,12085,38,2011-10-24 08:20:43,Hip-Hop,[811],3,3066,1193
55121,training,12085,38,2011-10-24 13:20:48,Hip-Hop,[811],0,3032,1367
55122,training,12085,38,2011-10-24 08:20:48,Hip-Hop,[811],4,4251,2075
55123,training,12085,38,2011-10-24 08:20:50,Hip-Hop,"[539, 580, 811]",18,10653,6441
55124,training,12085,38,2011-10-24 03:20:50,Hip-Hop,[811],2,4430,2396
55149,training,12088,0,2011-10-24 16:38:00,Electronic,"[240, 297]",4,4880,4320
55183,validation,12099,3,2011-10-24 23:03:41,Electronic,[15],5,10029,6279
55186,validation,12099,3,2011-10-24 23:03:43,Electronic,[15],11,40496,33361
55231,training,9169,23,2011-10-25 09:53:30,International,[79],1,990,620
55232,training,9169,23,2011-10-25 09:53:31,International,[79],1,858,575
55233,training,9169,23,2011-10-25 09:53:32,International,[79],2,916,579
55234,training,9169,23,2011-10-25 09:53:32,International,[79],2,769,474
55235,training,9169,23,2011-10-25 09:53:33,International,[79],0,912,528
55236,training,9169,23,2011-10-25 09:53:34,International,[79],0,1962,1328
55237,training,9169,23,2011-10-25 09:53:35,International,[79],0,1057,701
55238,training,9169,23,2011-10-25 09:53:36,International,[79],0,996,585
55240,training,9169,23,2011-10-25 09:53:50,International,[79],0,1132,727
55241,training,9169,23,2011-10-25 09:53:51,International,[79],1,1096,708
55242,training,9169,23,2011-10-25 09:53:51,International,[79],0,1194,800
55285,training,9367,153,2011-10-25 14:22:40,Pop,[10],2,2055,1638
55286,training,9367,153,2011-10-25 14:22:42,Pop,[10],3,3004,2330
55287,training,9367,153,2011-10-25 14:22:43,Pop,[10],5,3017,2384
55288,training,9367,153,2011-10-25 14:22:44,Pop,[10],2,2278,1763
55289,training,9367,153,2011-10-25 14:22:45,Pop,[10],3,2010,1498
55290,training,9367,153,2011-10-25 14:22:47,Pop,[10],4,2388,1797
55291,training,9367,153,2011-10-25 14:22:47,Pop,[10],1,1547,1127
55292,training,9367,153,2011-10-25 14:22:49,Pop,[10],4,2406,1852
55293,training,9367,153,2011-10-25 14:22:49,Pop,[10],1,1600,1149
55294,training,9367,153,2011-10-25 14:22:50,Pop,[10],3,2112,1590
55295,training,9367,153,2011-10-25 14:22:51,Pop,[10],3,1593,1110
55402,training,11232,10,2011-10-26 13:08:36,Rock,"[26, 89]",5,3849,2695
55430,training,80,27,2011-10-26 15:56:37,Pop,[76],1,805,531
55436,training,80,27,2011-10-26 15:56:42,Pop,[76],0,781,537
55437,training,80,27,2011-10-26 15:56:42,Pop,[76],0,778,543
55480,training,12150,0,2011-10-27 21:18:54,Experimental,[32],1,4448,2432
55481,training,12150,0,2011-10-27 21:18:56,Experimental,[32],0,2319,720
55549,training,8664,22,2011-10-29 10:26:53,Hip-Hop,[21],2,13863,8648
55572,training,11216,4,2011-10-29 12:09:52,Hip-Hop,[21],2,2231,1494
55709,training,12166,83,2011-10-31 12:56:53,Rock,[26],1,3698,2330
55710,training,12166,83,2011-10-31 12:56:53,Rock,[26],2,4569,2689
55711,training,12166,83,2011-10-31 12:56:54,Rock,[26],8,4734,2390
55712,training,12166,83,2011-10-31 12:56:55,Rock,[26],3,4602,2734
55713,training,12166,83,2011-10-31 12:56:55,Rock,[26],2,4944,2988
55714,training,12166,83,2011-10-31 12:56:56,Rock,[26],9,5189,3265
55715,training,12166,83,2011-10-31 12:56:57,Rock,[26],5,5318,3102
55716,training,12166,83,2011-10-31 12:56:58,Rock,[26],8,6946,4143
55717,training,12166,83,2011-10-31 12:56:58,Rock,[26],21,7887,4917
55718,training,12166,83,2011-10-31 08:57:00,Rock,[26],554,334064,178139
55719,training,12166,83,2011-10-31 12:57:00,Rock,[26],13,11726,6928
55782,validation,12190,0,2011-10-31 16:33:31,Electronic,"[240, 297]",9,6904,4945
