,track_id,set_split,artist_id,artist_name,artist_favorites,track_title,track_date,track_genre_top,track_genres,track_favorites,track_interest,track_listens
1955,58164,training,11383,Elvis Herod,9,SILENT NIGHT (Feat Mixmaster Axewound),2011-12-30 09:12:43,Pop,[362],1,1627,874
1956,58166,training,11383,Elvis Herod,9,CHICKEN INTRODUCTION,2011-12-30 09:12:48,Pop,[362],0,1271,482
1957,58169,training,11383,Elvis Herod,9,SHELLEY PARKER QUEEN OF NEPAL,2011-12-30 09:12:50,Pop,[362],0,1524,444
1958,58170,training,11383,Elvis Herod,9,CHICKEN FEET,2011-12-30 09:12:52,Pop,[362],0,1087,460
1959,58173,training,11383,Elvis Herod,9,CHICKEN DINNER,2011-12-30 09:12:54,Pop,[362],0,1646,828
1960,58174,training,11383,Elvis Herod,9,UNRAVEL BACKWARDS BUT NOT UPSIDE DOWN,2011-12-30 09:12:54,Pop,[362],0,2217,601
1961,58212,training,12611,Elemint,1,Guerrilla Music,2011-12-31 06:31:56,Hip-Hop,[21],8,4424,1893
1962,58213,training,12612,Vanatei ft. Semi,1,B*tch You Ain't A Barbie,2011-12-31 06:31:59,Hip-Hop,[21],16,7039,3021
1963,58215,training,12614,Mouth's Cradle,2,Malice In Wonderland,2011-12-31 06:32:05,Hip-Hop,[21],4,4135,991
1964,58221,training,12620,Sick of Sarah,0,Kick Back,2011-12-31 06:32:12,Rock,[12],11,5421,2145
1965,58225,training,7486,The Woolen Men,20,Deaf Americans,2012-01-01 05:43:25,Rock,"[27, 89, 111]",9,4358,2552
1966,58341,training,12632,Immortal Beats,9,Oh Wee,2012-01-03 07:01:19,Electronic,[495],175,92094,51607
1967,58474,training,7949,Plushgoolash,32,R.I.P please Bob,2012-01-07 05:27:25,Pop,[10],1,2830,1039
1968,59078,training,8088,Dublin Duck Dispensary,2,Irish Rebel Song,2012-01-13 12:55:22,Rock,"[27, 66]",1,6040,5501
1969,59373,training,12802,Twin Guns,3,The Deadly Game,2012-01-20 13:40:32,Rock,"[25, 85, 404]",3,3217,2602
1970,59374,training,12802,Twin Guns,3,The End of the Ride,2012-01-20 13:40:34,Rock,"[25, 85, 404]",2,5559,4772
1971,59561,training,12831,Sponsors,2,Easy for You to Say,2012-01-26 15:23:09,Rock,"[25, 88, 111]",8,5474,3903
1972,59653,training,12839,Brazda,7,Sto Imala K'smet Stamena,2012-02-01 07:33:44,International,"[2, 118]",0,884,547
1973,59654,training,12839,Brazda,7,Bacho Nikola,2012-02-01 07:33:44,International,"[2, 118]",0,1038,772
1974,59656,training,12839,Brazda,7,Shopska Suite,2012-02-01 07:33:46,International,"[2, 118]",2,2352,1388
1975,59657,training,12839,Brazda,7,Yiati Foumaro Kokaini,2012-02-01 07:33:47,International,"[2, 118]",0,899,591
1976,59658,training,12839,Brazda,7,Zheni Se Sine,2012-02-01 07:33:48,International,"[2, 118]",2,1001,732
1977,59659,training,12839,Brazda,7,Zaigrale Mamo Devojcinja,2012-02-01 07:33:49,International,"[2, 118]",0,1067,769
1978,59660,training,6345,Yale Women's Slavic Chorus,10,Shto Mi e Milo,2012-02-01 13:08:37,International,"[2, 130]",0,679,535
1979,59663,training,6345,Yale Women's Slavic Chorus,10,Oi Čorna,2012-02-01 13:08:40,International,"[2, 130]",0,765,478
1980,59664,training,6345,Yale Women's Slavic Chorus,10,Kaval Sviri,2012-02-01 13:08:41,International,"[2, 130]",0,532,414
1981,59666,training,6345,Yale Women's Slavic Chorus,10,Sos Ma Karai Maichinko,2012-02-01 13:08:42,International,"[2, 130]",0,1143,590
1982,59667,training,6345,Yale Women's Slavic Chorus,10,Prekhvrukna Ptichka,2012-02-01 13:08:44,International,"[2, 130]",0,708,576
1983,59669,training,12844,Slaveya Women's Vocal Ensemble,2,Sadilaj moma kraj more loze,2012-02-01 08:24:04,International,"[2, 118]",1,767,568
1984,59671,training,12844,Slaveya Women's Vocal Ensemble,2,Dark Eyed Girl,2012-02-01 08:24:06,International,"[2, 118]",1,1454,759
1985,59673,training,12844,Slaveya Women's Vocal Ensemble,2,Peruniko,2012-02-01 08:24:07,International,"[2, 118]",0,1109,802
1986,59675,training,12844,Slaveya Women's Vocal Ensemble,2,Hey Petrunka,2012-02-01 03:24:09,International,"[2, 118]",0,999,598
1987,59676,training,12844,Slaveya Women's Vocal Ensemble,2,Ergen Deda,2012-02-01 08:24:10,International,"[2, 118]",0,1025,652
1988,59677,training,12844,Slaveya Women's Vocal Ensemble,2,How Happy I Am,2012-02-01 08:24:11,International,"[2, 118]",1,1655,1421
1989,59678,training,12853,Isra-Alien Band,4,Tavas Hazahav,2012-02-01 13:49:52,International,[2],2,855,596
1990,59679,training,12853,Isra-Alien Band,4,Schuna,2012-02-01 13:49:53,International,[2],1,1196,1042
1991,59680,training,12853,Isra-Alien Band,4,Reach Tapuach Odem Shani,2012-02-01 13:49:54,International,[2],1,745,589
1992,59681,training,12853,Isra-Alien Band,4,Esches Chayil,2012-02-01 13:49:55,International,[2],1,818,677
1993,59682,training,12853,Isra-Alien Band,4,Brogez/Sholem,2012-02-01 13:49:56,International,[2],2,3544,2418
1994,59683,training,12855,Ventanas,3,Kondzha Mia/Bre Sarika,2012-02-01 14:07:41,International,"[2, 118, 232]",1,4467,3033
1995,59684,training,12855,Ventanas,3,La Komida,2012-02-01 14:07:43,International,"[2, 118, 232]",5,5310,3715
1996,59685,training,12855,Ventanas,3,Gusta Mi Magla,2012-02-01 14:07:44,International,"[2, 118, 232]",2,8156,5361
1997,59686,training,12855,Ventanas,3,Introductions and Chifteteli,2012-02-01 14:07:45,International,"[2, 118, 232]",1,4326,3215
1998,59687,training,12855,Ventanas,3,Tangos de Granada,2012-02-01 14:07:45,International,"[2, 118, 232]",7,12631,10264
1999,59688,training,12855,Ventanas,3,Frog Song,2012-02-01 14:07:45,International,"[2, 118, 232]",2,10864,9269
2000,59702,training,12858,Supruli,4,Ortameheluri,2012-02-01 15:43:53,International,[2],0,1018,530
2001,59706,training,12860,Tenores de Aterúe,3,"Alleluia, No Nobis",2012-02-01 16:06:52,International,[2],1,875,588
2002,59707,training,12860,Tenores de Aterúe,3,Messe Vultum Tuum: Agnus Dei,2012-02-01 16:06:52,International,[2],1,1048,774
2003,59708,training,12860,Tenores de Aterúe,3,Ballu Dillu (A Sa Campagna),2012-02-01 16:06:53,International,[2],0,803,577
2004,59709,training,12860,Tenores de Aterúe,3,Ottava Del Tre,2012-02-01 16:06:54,International,[2],0,882,682
2005,59710,training,12860,Tenores de Aterúe,3,Muttos,2012-02-01 16:06:55,International,[2],0,2196,1279
2006,59719,training,6344,The Rosen Sisters,7,Dospatsko,2012-02-01 17:08:15,International,[2],0,1272,978
2007,59720,training,6344,The Rosen Sisters,7,Zemer Atik,2012-02-01 17:08:15,International,[2],0,952,659
2008,59721,training,6344,The Rosen Sisters,7,Korobushka,2012-02-01 17:08:17,International,[2],0,930,742
2009,59723,training,6344,The Rosen Sisters,7,Alunelul,2012-02-01 17:08:18,International,[2],0,1598,1350
2010,59724,training,6344,The Rosen Sisters,7,Psarapoula,2012-02-01 17:08:19,International,[2],0,907,736
2011,59725,training,6344,The Rosen Sisters,7,Ruchenitsa,2012-02-01 17:08:21,International,[2],1,2329,1488
2012,59726,training,6344,The Rosen Sisters,7,Gravel Walk,2012-02-01 17:08:21,International,[2],1,1487,1246
2013,59727,training,6344,The Rosen Sisters,7,In The Mood,2012-02-01 17:08:23,International,[2],1,2194,1945
2014,59823,training,8995,The Superfools,9,Cumbia De Los Locos,2012-02-03 08:48:06,Experimental,[224],2,2700,1233
2015,59876,training,12867,Boy Friend,0,Lovedropper,2012-02-03 14:21:57,Rock,[12],1,3529,2881
2016,59930,training,12878,Plattsburgh Junk Shop Memorial,0,Piano Box,2012-02-05 14:26:03,Experimental,"[38, 456]",0,3547,2461
2017,60037,training,9348,Lessazo,33,Modibo chante à la maison,2012-02-07 18:58:40,International,[214],10,5140,4065
2018,60038,training,9348,Lessazo,33,Tié ba té djigui,2012-02-07 18:58:40,International,[214],13,5523,4121
2019,60041,training,9348,Lessazo,33,Moussa,2012-02-07 18:58:43,International,[214],20,8556,6511
2020,60042,training,9348,Lessazo,33,Intro Tie ba té,2012-02-07 18:58:43,International,[214],13,5908,4911
2021,60045,training,9348,Lessazo,33,Maiga  Descente à cheval,2012-02-07 19:06:06,International,[214],7,7288,6416
2022,60048,training,9348,Lessazo,33,Chérie la Kro,2012-02-07 19:06:09,International,[214],18,12094,10094
2023,60074,training,12904,Rubber O Cement And James Twig Harper,0,Virtuoso Masterbattalion Of Perfected Sound Anticipation,2012-02-08 20:17:26,Experimental,"[32, 38, 247]",0,1608,1101
2024,60143,training,12911,Vlada Tomova's Balkan Tales,0,Momche,2012-02-09 18:31:58,International,[118],0,822,595
2025,60144,training,12911,Vlada Tomova's Balkan Tales,0,Leno,2012-02-09 18:32:00,International,[118],1,779,532
2026,60145,training,12911,Vlada Tomova's Balkan Tales,0,Messechinko,2012-02-09 18:32:00,International,[118],1,745,600
2027,60146,training,12911,Vlada Tomova's Balkan Tales,0,Kara Deniz,2012-02-09 18:32:00,International,[118],0,1236,1016
2028,60170,training,12897,Hammer of Hathor,6,Marimba Interlude I,2012-02-09 20:09:04,Folk,[33],0,1478,773
2029,60317,training,5147,Chuck Bettis,7,Horror Storm,2012-02-11 14:29:18,Experimental,"[1, 22, 32]",8,5917,3605
2030,60472,training,12964,Laguna,0,La Princesa Perdida,2012-02-13 11:36:51,Hip-Hop,[21],7,12628,9428
2031,60474,training,12966,Citizen Crane,0,Nick The Stick,2012-02-13 11:37:18,Hip-Hop,[21],6,2369,1642
2032,60477,training,12968,Centz,0,Keg Baseball,2012-02-13 11:37:27,Hip-Hop,[21],7,3308,2314
2033,60478,training,3230,Mr. Moods,1,I Got The Blues,2012-02-13 11:37:28,Hip-Hop,[21],11,6153,4150
2034,60510,training,3350,MUTE,8,Sad Song,2012-02-13 14:21:05,Hip-Hop,[21],2,1839,1561
2035,60544,training,1835,Raya Brass Band,6,Jasmina,2012-02-13 18:28:45,International,"[2, 118]",0,837,605
2036,60547,training,1835,Raya Brass Band,6,Srpski Splet,2012-02-13 18:28:49,International,"[2, 118]",1,682,465
2037,60548,training,1835,Raya Brass Band,6,Riff Cloud,2012-02-13 18:28:51,International,"[2, 118]",2,1340,1119
2038,60549,training,1835,Raya Brass Band,6,Romska Karsilama,2012-02-13 13:28:51,International,"[2, 118]",1,1137,893
2039,60736,training,13016,Mexican Holiday,3,Mexican Holiday live at the Winston,2012-02-16 12:25:09,Rock,"[25, 404]",1,9012,7628
2040,60753,training,13021,Niva,3,Snosti ti Dojdov,2012-02-16 17:31:41,International,"[118, 130]",2,932,678
2041,60754,training,13021,Niva,3,Sadila Jana,2012-02-16 17:31:42,International,"[118, 130]",2,954,743
2042,60755,training,13021,Niva,3,Salzi Ronya Snosti Sum Libe,2012-02-16 17:31:42,International,"[118, 130]",0,579,409
2043,60756,training,13021,Niva,3,Rajkos,2012-02-16 17:31:43,International,"[118, 130]",0,898,677
2044,60757,training,13021,Niva,3,Taya Vecher,2012-02-16 17:31:43,International,"[118, 130]",0,893,729
2045,60758,training,13021,Niva,3,Dimitrija Sto Imala Kusmet,2012-02-16 17:31:45,International,"[118, 130]",0,1643,1315
2046,60775,training,13023,Echidna,0,Larkistan,2012-02-16 18:46:41,International,[130],2,1703,1267
2047,60776,training,13023,Echidna,0,Zapevala Sojka Ptica / Ajdevano,2012-02-16 18:46:41,International,[130],0,1164,895
2048,60777,training,13023,Echidna,0,T'ithela k'c s'agapousa,2012-02-16 18:46:43,International,[130],1,1566,1252
2049,60857,training,11103,Gogofski,12,Chunovo,2012-02-20 17:00:58,International,[118],1,594,403
2050,60864,training,11103,Gogofski,12,Chuperlika,2012-02-20 17:01:09,International,[118],1,726,553
2051,60865,training,11103,Gogofski,12,"Medley: Prishtinka, Ramo-Ramo, Osman Aga",2012-02-20 17:01:10,International,[118],0,955,728
2052,60994,training,13059,Global Distance feat. Larva Lou,0,Infantile Reimaging of Jimmy Loose Spour,2012-02-25 04:24:33,Experimental,[38],1,2951,1411
2053,61006,training,12347,Ben von Wildenhaus,18,Week One,2012-02-26 14:24:55,Folk,[17],6,5367,2199
2054,61007,training,12347,Ben von Wildenhaus,18,Week Two,2012-02-26 14:24:55,Folk,[17],2,4430,1262
2055,61008,training,12347,Ben von Wildenhaus,18,Week Four,2012-02-26 14:24:56,Folk,[17],1,3994,1023
2056,61010,training,12347,Ben von Wildenhaus,18,Week Six,2012-02-26 14:24:58,Folk,[17],2,3001,1000
2057,61011,training,12347,Ben von Wildenhaus,18,Week Seven,2012-02-26 14:24:59,Folk,[17],47,58775,9791
2058,61012,training,12347,Ben von Wildenhaus,18,Week Eight,2012-02-26 14:25:00,Folk,[17],3,4061,1014
2059,61013,training,12347,Ben von Wildenhaus,18,Week Nine,2012-02-26 14:25:01,Folk,[17],4,4974,1059
2060,61159,training,12085,Alaclair Ensemble,38,Drive Thru,2012-02-27 09:25:16,Hip-Hop,"[21, 539]",1,3504,1586
2061,61160,training,12085,Alaclair Ensemble,38,Domino's,2012-02-27 09:25:16,Hip-Hop,"[21, 539]",2,2821,1268
2062,61161,training,12085,Alaclair Ensemble,38,DillA Remix,2012-02-27 09:25:18,Hip-Hop,"[21, 811]",1,3390,1939
2063,61172,training,12085,Alaclair Ensemble,38,KEnLO's WorKouT,2012-02-27 09:25:31,Hip-Hop,"[21, 539]",1,4691,2148
2064,61174,training,12085,Alaclair Ensemble,38,ExplosiON,2012-02-27 09:25:38,Hip-Hop,"[21, 539]",3,3245,1734
2065,61175,training,12085,Alaclair Ensemble,38,KING NeLSON,2012-02-27 09:25:40,Hip-Hop,"[21, 539]",2,2761,1436
2066,61452,training,12085,Alaclair Ensemble,38,Moulin Ben Sec,2012-02-27 21:05:52,Hip-Hop,[21],3,4365,1637
2067,61453,training,12085,Alaclair Ensemble,38,Les Insectes,2012-02-27 16:05:52,Hip-Hop,[21],2,4372,2413
2068,61491,training,13115,Room For A Ghost,22,Burn,2012-02-29 09:25:48,Rock,"[66, 98]",32,15821,6320
2069,61492,training,13115,Room For A Ghost,22,No.02,2012-02-29 10:25:49,Rock,"[66, 98]",91,66394,50406
2070,61493,training,13115,Room For A Ghost,22,Redlight,2012-02-29 14:25:49,Rock,"[66, 98]",12,11131,5061
2071,61587,training,129,Ergo Phizmiz,199,Margarita's Rumpus,2012-03-01 10:04:29,Pop,[76],1,1506,623
2072,61589,training,129,Ergo Phizmiz,199,Lord of the Dance Arrives,2012-03-01 10:04:31,Pop,[76],1,1702,836
2073,61591,training,129,Ergo Phizmiz,199,Gigglestick,2012-03-01 10:04:31,Pop,[76],0,1781,631
2074,61592,training,129,Ergo Phizmiz,199,Medicine Goes Down,2012-03-01 10:04:33,Pop,[76],1,1247,474
2075,61668,training,13140,T Bird,1,Nickles And Dimes,2012-03-02 04:48:03,Hip-Hop,[21],5,2354,1454
2076,61670,training,8375,Gosprom,22,Japan Punk,2012-03-02 09:48:05,Pop,[10],9,4207,2818
2077,61679,training,13141,Duellen,0,Frågan,2012-03-02 10:25:37,Pop,[10],8,1995,1602
2078,61814,training,3966,Kalashnikov,1,MY NAME IS,2012-03-06 17:49:10,Rock,"[98, 361]",1,2954,2403
2079,61884,training,7473,Cullah,117,Old Western Firefight,2012-03-07 16:06:03,Hip-Hop,[21],6,3518,2579
2080,62001,training,9814,mGee,16,Stand,2012-03-10 07:39:16,Hip-Hop,[21],6,2187,1263
2081,62003,training,13198,Armageddon Gospel Revival,11,Free You,2012-03-10 10:31:48,Instrumental,[18],5,3598,2958
2082,62005,training,13198,Armageddon Gospel Revival,11,Heaven 17,2012-03-10 10:31:51,Instrumental,[18],2,2715,2329
2083,62007,training,13198,Armageddon Gospel Revival,11,Girl Ghoul A Go-Go,2012-03-10 10:31:52,Instrumental,[18],9,2638,2175
2084,62163,training,13210,Sophia Knapp,1,Glasses High,2012-03-14 16:02:51,Pop,"[10, 362]",1,692,521
2085,62164,training,13210,Sophia Knapp,1,Into The Waves,2012-03-14 16:02:52,Pop,"[10, 362]",0,1061,854
2086,62165,training,13210,Sophia Knapp,1,Interview,2012-03-14 16:02:54,Pop,"[10, 362]",0,954,790
2087,62180,training,9462,Maps & Transit,2,Our Happy Life,2012-03-14 16:50:10,Instrumental,[107],4,6551,5540
2088,62183,training,13214,Dr Sakis,0,Bouge ton popotin,2012-03-14 20:19:38,International,"[81, 92]",5,6136,2633
2089,62185,training,13216,Majoie Ayi,0,Qui a bu Boira...,2012-03-14 20:19:51,International,"[81, 92]",2,5158,2177
2090,62186,training,13217,Daouda,0,La femme de mon patron,2012-03-14 20:20:08,International,"[81, 92]",4,6422,3101
2091,62187,training,13218,Guy Watson -,0,Mignoncité,2012-03-14 20:20:17,International,"[81, 92]",4,5454,2528
2092,62188,training,13219,Patience Dabany,0,Chéri ton disque est rayé,2012-03-14 20:20:23,International,"[81, 92]",7,5979,2629
2093,62189,training,13220,Armée,0,Génie militaire,2012-03-14 20:20:29,International,"[81, 92]",8,5869,3020
2094,62190,training,13221,"LETIS DIVA,",0,DECEPTION   (Je frotte et je cogne),2012-03-14 20:21:30,International,"[81, 92]",3,5700,2593
2095,62191,training,13222,Divans,0,Go digitale,2012-03-14 20:21:31,International,"[81, 92]",6,6921,3878
2096,62192,training,13224,Petit Yodé et l'enfant siro,0,Victoire,2012-03-14 20:21:33,International,"[81, 92]",5,7758,3950
2097,62193,training,13223,Pamelo Mounka,0,LArgent appelle largent,2012-03-14 20:21:33,International,"[81, 92]",10,7884,4045
2098,62194,training,13225,Tonton Ebogo,0,Les Ennemis de mes amis,2012-03-14 20:21:34,International,"[81, 92]",3,7702,4660
2099,62195,training,13226,Arielle T,0,La go d'a côté,2012-03-14 20:21:35,International,"[81, 92]",13,10200,5756
2100,62196,training,13227,Barbara Kanam --,0,Jardin damour,2012-03-14 20:21:39,International,"[81, 92]",14,11688,7385
2101,62337,training,7486,The Woolen Men,20,Chinese Rug,2012-03-20 02:14:45,Rock,[12],0,3833,2579
2102,62426,training,13262,Jahzzar,788,Vladimir Estragon,2012-03-21 13:25:45,Folk,[17],33,22903,13613
2103,62436,training,13262,Jahzzar,788,Fastest Man on Earth,2012-03-21 09:25:56,Pop,[10],62,46232,29758
2104,62445,training,13262,Jahzzar,788,Comic,2012-03-21 09:26:17,Rock,"[111, 359]",48,33544,18785
2105,62446,training,13262,Jahzzar,788,Two days,2012-03-21 09:26:19,Pop,[10],31,32552,20901
2106,62448,training,13262,Jahzzar,788,Julia,2012-03-21 09:26:20,Pop,[10],38,37189,24489
2107,62449,training,13262,Jahzzar,788,Maybe,2012-03-21 09:26:21,Pop,[10],37,35739,24408
2108,62450,training,13262,Jahzzar,788,Montmartre,2012-03-21 09:26:21,Pop,"[10, 76]",116,55988,38843
2109,62452,training,13262,Jahzzar,788,Jardins du Luxembourg,2012-03-21 09:26:23,Pop,"[10, 76]",69,35913,23073
2110,62458,training,13262,Jahzzar,788,Out of School,2012-03-21 09:26:28,Rock,"[66, 111]",32,47251,31185
2111,62525,training,9160,Tommy Tornado,6,Mistery Woman,2012-03-23 10:02:35,International,"[79, 602]",3,13750,5224
2112,62526,training,9160,Tommy Tornado,6,Gladiator,2012-03-23 10:02:38,International,"[79, 602]",5,11653,4196
2113,62527,training,9160,Tommy Tornado,6,Clear Vision feat. Soulmack,2012-03-23 10:02:49,International,"[79, 602]",2,7009,2033
2114,62528,training,9160,Tommy Tornado,6,Ruff Tuff,2012-03-23 10:03:04,International,"[79, 602]",5,9708,3622
2115,62529,training,9160,Tommy Tornado,6,Cheatin´ feat. Soulmack,2012-03-23 10:03:05,International,"[79, 602]",6,7253,2393
2116,62531,training,9160,Tommy Tornado,6,Skank it,2012-03-23 10:03:18,International,"[79, 602]",6,11278,4780
2117,62532,training,9160,Tommy Tornado,6,Mascarade,2012-03-23 10:03:32,International,"[79, 602]",7,10631,4185
2118,62533,training,9160,Tommy Tornado,6,Tight Spot/Rough Style feat. Osagyefo,2012-03-23 10:03:40,International,"[79, 602]",4,9755,3423
2119,62534,training,9160,Tommy Tornado,6,Closing,2012-03-23 10:03:45,International,"[79, 602]",6,15096,7807
2120,62586,training,10760,Strange Forces,4,Liquid Sunlight,2012-03-24 02:15:12,Rock,"[12, 58, 113]",6,7455,6686
2121,62589,training,9165,Tchakare Kanyembe,10,Tchakare Kanyembe track 01,2012-03-24 05:11:53,International,[81],7,4684,2838
2122,62591,training,9165,Tchakare Kanyembe,10,Tchakare Kanyembe track 04,2012-03-24 05:12:04,International,[81],7,4031,2317
2123,62592,training,9165,Tchakare Kanyembe,10,Tchakare Kanyembe track 05,2012-03-24 05:12:08,International,[81],11,4330,2602
2124,62594,training,9165,Tchakare Kanyembe,10,Tchakare Kanyembe track 07,2012-03-24 05:12:16,International,[81],10,5666,3968
2125,62595,training,9165,Tchakare Kanyembe,10,Tchakare Kanyembe track 08,2012-03-24 05:12:20,International,[81],17,6854,4631
2126,62596,training,9165,Tchakare Kanyembe,10,Tchakare Kanyembe track 09,2012-03-24 05:12:28,International,[81],17,12543,9981
2127,62655,training,13279,Pitchman,7,Route 13,2012-03-25 13:06:02,Rock,"[25, 109]",0,3247,2546
2128,62671,training,13262,Jahzzar,788,Striped blue vinyl,2012-03-25 05:58:28,Electronic,"[42, 468]",23,33784,21237
2129,62742,training,13262,Jahzzar,788,Sleepin',2012-03-26 12:20:37,Pop,[10],35,27127,16472
2130,62748,training,13262,Jahzzar,788,Haunted,2012-03-26 12:57:40,Pop,"[10, 362]",24,12223,7213
2131,62749,training,13262,Jahzzar,788,Heartbreaker,2012-03-26 12:57:42,Pop,"[10, 362]",40,17540,10696
2132,62750,training,13262,Jahzzar,788,Roller-skate,2012-03-26 12:57:42,Pop,"[10, 362]",16,15487,10325
2133,62751,training,13262,Jahzzar,788,Birthday Cake,2012-03-26 12:57:43,Pop,"[10, 362]",107,80394,58062
2134,62753,training,13262,Jahzzar,788,VHS,2012-03-26 12:57:45,Pop,"[10, 362]",48,18891,12105
2135,63043,training,7916,The Wedding Present,15,"Dont Talk, Just Kiss",2012-03-30 17:32:33,Rock,"[66, 89]",0,3006,2584
2136,63044,training,7916,The Wedding Present,15,Courduroy,2012-03-30 17:32:34,Rock,"[66, 89]",1,2966,2686
2137,63045,training,7916,The Wedding Present,15,Brassneck,2012-03-30 17:32:35,Rock,"[66, 89]",0,3735,3332
2138,63117,training,13335,Wretched Worst,3,Berzerker,2012-04-02 11:42:39,Rock,"[25, 90, 439]",1,3819,2842
2139,63191,training,13337,speedy ortiz,6,Taylor Swift,2012-04-04 12:47:31,Rock,[12],0,19564,13439
2140,63208,training,355,Larkin Grimm,13,The Road Is Paved With Leaves,2012-04-04 16:17:55,Folk,[17],1,1060,841
2141,63224,training,8706,Dumbo Gets Mad,23,Harmony,2012-04-05 11:17:11,Pop,[10],2,1031,738
2142,63226,training,8706,Dumbo Gets Mad,23,You Make You Feel,2012-04-05 11:17:13,Pop,[10],2,962,721
2143,63287,training,13346,I Was A Teenage Strangler Soundtrack,8,I Was The Killer,2012-04-06 09:18:43,Instrumental,[18],4,2349,1996
2144,63289,training,13346,I Was A Teenage Strangler Soundtrack,8,Ticking eye,2012-04-06 09:18:45,Instrumental,[18],2,2569,2335
2145,63290,training,13346,I Was A Teenage Strangler Soundtrack,8,Creep 04 (minimal),2012-04-06 09:18:46,Instrumental,[18],1,2866,2550
2146,63291,training,13346,I Was A Teenage Strangler Soundtrack,8,March of the Teenagers pt. 2,2012-04-06 09:18:46,Instrumental,[18],4,3129,2659
2147,63292,training,13346,I Was A Teenage Strangler Soundtrack,8,Outtake,2012-04-06 09:18:47,Instrumental,[18],5,4935,4618
2148,63470,training,13017,Mutilation Rites,4,Blood Will Tell,2012-04-11 15:04:09,Rock,"[31, 167]",2,4089,2401
2149,63471,training,13017,Mutilation Rites,4,Goliath,2012-04-11 15:04:10,Rock,"[31, 167]",3,6119,3852
2150,63472,training,13017,Mutilation Rites,4,A Season of Grey Rain,2012-04-11 15:04:11,Rock,"[31, 167]",4,11511,7098
2151,63626,training,5144,Mudang Rouge,4,Particles Of A Dream,2012-04-15 18:47:47,Experimental,[38],2,1756,1099
2152,63655,training,13262,Jahzzar,788,Part I,2012-04-16 15:26:06,Electronic,[42],7,7643,3867
2153,63733,training,7473,Cullah,117,Abraham Lincoln and Albert Einstein,2012-04-18 11:31:41,Hip-Hop,[21],0,1573,1190
2154,63747,training,7473,Cullah,117,8bit Five (ft. J6),2012-04-18 11:35:11,Hip-Hop,[21],6,2736,2126
2155,63755,training,7473,Cullah,117,A Dangerous Game,2012-04-18 12:12:47,Hip-Hop,[21],8,3890,2114
2156,63757,training,7473,Cullah,117,Sweet as Pie,2012-04-18 12:12:49,Hip-Hop,[21],3,1667,1184
2157,63770,training,7473,Cullah,117,Western Firefight 2,2012-04-18 12:25:54,Hip-Hop,[21],6,3513,2224
2158,63789,training,7473,Cullah,117,Never Stop,2012-04-18 12:46:44,Hip-Hop,[21],3,1999,1293
2159,63803,training,5334,Lushlife,2,Gymnopedie (feat. Shad),2012-04-18 14:48:32,Hip-Hop,[21],4,2096,1276
2160,63804,training,5334,Lushlife,2,Motivation,2012-04-18 14:48:33,Hip-Hop,[21],0,3489,3023
2161,63805,training,5334,Lushlife,2,Meridian Sound (Part Three),2012-04-18 14:48:34,Hip-Hop,[21],2,3858,2071
2162,63874,training,3593,Tha Silent Partner,59,Dance With The Godfather,2012-04-20 16:52:59,Hip-Hop,[21],3,2282,1432
2163,63900,training,3139,Tab,8,Caps In Stems (Instrumental),2012-04-21 14:17:28,Hip-Hop,[21],2,1721,1299
2164,63908,training,3139,Tab,8,Death By Hangover,2012-04-21 14:30:45,Hip-Hop,[21],3,2273,1102
2165,63922,training,12779,Beme Seed,1,Happy Me,2012-04-21 15:59:45,Rock,"[58, 66, 113]",0,6000,4376
2166,63936,training,13405,Snail Bob,0,Angry People,2012-04-22 13:48:41,Experimental,"[1, 32]",0,1327,828
2167,63999,training,8375,Gosprom,22,Brute,2012-04-25 11:39:47,Pop,[10],0,1652,704
2168,64005,training,8375,Gosprom,22,Giraffes,2012-04-25 11:49:10,Pop,[10],4,2189,872
2169,64006,training,8375,Gosprom,22,Moi Samolety,2012-04-25 11:49:10,Pop,[10],0,1576,635
2170,64007,training,8375,Gosprom,22,Nevesta,2012-04-25 11:52:42,Pop,[10],0,1563,714
2171,64008,training,8375,Gosprom,22,Brute (One Remix),2012-04-25 11:52:43,Pop,[10],0,1237,600
2172,64009,training,8375,Gosprom,22,Nevesta (Flayve Remix),2012-04-25 11:52:43,Pop,[10],2,2834,855
2173,64035,training,13415,Literature,3,Criminal Kids,2012-04-25 15:44:45,Rock,"[66, 111]",5,4100,3158
2174,64078,training,13417,FRANCE,2,France-excerpt,2012-04-26 10:54:42,Experimental,[47],4,1631,1200
2175,64091,training,2490,Elliott Sharp,9,This Place That Time,2012-04-27 11:33:26,Experimental,[38],11,6508,5060
2176,64093,training,7503,Alcove,0,sweet talking,2012-04-28 18:34:53,Experimental,[38],1,1856,961
2177,64247,training,13445,The Happy Valley Band,3,Good Luck Charm,2012-05-02 15:24:13,Experimental,"[1, 38]",0,3993,2038
2178,64248,training,13445,The Happy Valley Band,3,Wooden Heart,2012-05-02 15:24:13,Experimental,"[1, 38]",1,1779,881
2179,64249,training,13445,The Happy Valley Band,3,Crazy,2012-05-02 15:24:15,Experimental,"[1, 38]",0,2437,1380
2180,64252,training,13445,The Happy Valley Band,3,In the Ghetto,2012-05-02 15:24:17,Experimental,"[1, 38]",0,1596,776
2181,64253,training,13445,The Happy Valley Band,3,Midnight Mover,2012-05-02 15:24:18,Experimental,"[1, 38]",0,1542,778
